Application Name,Date,Customer Initiated Transactions_Volume (Mn),Customer Initiated Transactions_Value (Cr),B2C Transactions_Volume (Mn),B2C Transactions_Value (Cr),B2B Transactions_Volume (Mn),B2B Transactions_Value (Cr),On0us Transactions_Volume (Mn),On0us Transactions_Value (Cr),Total_Volume (Mn),Total_Value (Cr),year,Month,Avg_Transaction_Value,average_transaction,Year
KOTAK MAHINDRA BANK APPS,2022-03-01,7.92,1587.51,0.0,0.0,0.0,0.0,0.0,0.0,7.92,1587.51,2022,2022-03,200.4431818181818,200.4431818181818,2022
MAKEMYTRIP,2022-03-01,0.1,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,47.1,2022,2022-03,471.0,471.0,2022
MI PAY,2022-03-01,0.24,36.02,0.0,0.0,0.0,0.0,0.0,0.0,0.24,36.02,2022,2022-03,150.08333333333334,150.08333333333334,2022
MOBIKWIK,2022-03-01,3.6,739.25,0.0,0.0,0.0,0.0,0.0,0.0,3.6,739.25,2022,2022-03,205.34722222222223,205.34722222222223,2022
NSDL PAYMENTS BANK APPS,2022-03-01,0.02,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.28,2022,2022-03,113.99999999999999,113.99999999999999,2022
OTHERS,2022-03-01,0.02,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.02,8.11,2022,2022-03,405.49999999999994,405.49999999999994,2022
PAYTM PAYMENTS BANK APP,2022-03-01,729.63,83840.44,9.77,17.68,0.0,0.0,97.74,11792.24,837.14,95650.36,2022,2022-03,114.25849917576511,114.25849917576511,2022
PHONEPE,2022-03-01,2527.15,850254.0,0.0,0.0,0.0,0.0,0.0,0.0,2527.15,850254.0,2022,2022-03,336.4477771402568,336.4477771402568,2022
PUNJAB NATIONAL BANK APPS,2022-03-01,0.09,46.64,0.0,0.0,0.0,0.0,0.0,0.0,0.09,46.64,2022,2022-03,518.2222222222223,518.2222222222223,2022
PUNJAB SIND BANK APPS,2022-03-01,0.01,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.8,2022,2022-03,380.0,380.0,2022
RBL BANK APPS,2022-03-01,0.46,126.74,0.0,0.0,0.0,0.0,0.0,0.0,0.46,126.75,2022,2022-03,275.54347826086956,275.54347826086956,2022
SAMSUNG PAY,2022-03-01,3.73,473.5,0.0,0.0,0.0,0.0,0.0,0.0,3.73,473.5,2022,2022-03,126.94369973190348,126.94369973190348,2022
SOUTH INDIAN BANK APPS,2022-03-01,0.13,44.63,0.0,0.0,0.0,0.0,0.0,0.0,0.13,44.63,2022,2022-03,343.3076923076923,343.3076923076923,2022
STANDARD CHARTERED BANK APPS,2022-03-01,0.13,69.84,0.0,0.0,0.0,0.0,0.0,0.0,0.13,69.84,2022,2022-03,537.2307692307693,537.2307692307693,2022
STATE BANK OF INDIA APPS,2022-03-01,4.01,2130.56,0.0,0.0,0.0,0.0,0.0,0.0,4.01,2130.56,2022,2022-03,531.3117206982544,531.3117206982544,2022
SUPERPAY,2022-03-01,0.1,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.64,2022,2022-03,6.3999999999999995,6.3999999999999995,2022
UCO BANK APPS,2022-03-01,0.19,40.88,0.0,0.0,0.0,0.0,0.0,0.0,0.19,40.88,2022,2022-03,215.1578947368421,215.1578947368421,2022
ULTRACASH,2022-03-01,0.03,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.12,2022,2022-03,37.333333333333336,37.333333333333336,2022
UNION BANK APPS,2022-03-01,0.41,197.01,0.0,0.0,0.0,0.0,0.0,0.0,0.41,197.01,2022,2022-03,480.5121951219512,480.5121951219512,2022
UTKARSH SMALL FINANCE BANK APPS,2022-03-01,0.01,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.9,2022,2022-03,390.0,390.0,2022
WHATSAPP,2022-03-01,2.54,239.78,0.0,0.0,0.0,0.0,0.0,0.0,2.54,239.78,2022,2022-03,94.4015748031496,94.4015748031496,2022
YES BANK APPS,2022-03-01,35.25,8746.74,0.0,0.0,0.0,0.0,0.0,0.0,35.25,8746.74,2022,2022-03,248.13446808510636,248.13446808510636,2022
YUVAPAY,2022-03-01,0.06,105.39,0.0,0.0,0.0,0.0,0.0,0.0,0.06,105.39,2022,2022-03,1756.5,1756.5,2022
AIRTEL PAYMENTS BANK APPS,2022-04-01,5.29,454.64,0.0,0.0,0.0,0.0,0.01,6.26,5.3,460.9,2022,2022-04,86.9622641509434,86.9622641509434,2022
AMAZON PAY,2022-04-01,73.21,6699.57,0.0,0.0,0.0,0.0,0.0,0.0,73.21,6699.57,2022,2022-04,91.51167873241361,91.51167873241361,2022
AU SMALL FINANCE BANK APPS,2022-04-01,0.32,109.89,0.0,0.0,0.0,0.0,0.0,0.0,0.32,109.89,2022,2022-04,343.40625,343.40625,2022
AXIS BANK APPS,2022-04-01,7.19,1213.44,56.84,43.71,0.0,0.0,0.0,0.0,64.03,1257.15,2022,2022-04,19.633765422458225,19.633765422458225,2022
BAJAJ FINSERV,2022-04-01,0.52,38.61,0.0,0.0,0.0,0.0,0.0,0.0,0.52,38.61,2022,2022-04,74.25,74.25,2022
BANK OF BARODA APPS,2022-04-01,0.77,344.65,0.0,0.0,0.0,0.0,0.0,0.0,0.77,344.65,2022,2022-04,447.59740259740255,447.59740259740255,2022
BANK OF INDIA APPS,2022-04-01,0.1,32.62,0.0,0.0,0.0,0.0,0.0,0.0,0.1,32.62,2022,2022-04,326.19999999999993,326.19999999999993,2022
BANK OF MAHARASHTRA APPS,2022-04-01,0.05,14.56,0.0,0.0,0.0,0.0,0.0,0.0,0.05,14.56,2022,2022-04,291.2,291.2,2022
BHIM,2022-04-01,25.69,8354.34,0.0,0.0,0.0,0.0,0.0,0.0,25.69,8354.34,2022,2022-04,325.1981315687038,325.1981315687038,2022
CANARA BANK APPS,2022-04-01,0.31,110.31,0.0,0.0,0.0,0.0,0.0,0.0,0.31,110.31,2022,2022-04,355.8387096774194,355.8387096774194,2022
CENTRAL BANK OF INDIA APPS,2022-04-01,0.13,51.04,0.0,0.0,0.0,0.0,0.0,0.0,0.13,51.04,2022,2022-04,392.6153846153846,392.6153846153846,2022
CITI BANK APPS,2022-04-01,0.08,66.03,0.0,0.0,0.0,0.0,0.0,0.0,0.08,66.03,2022,2022-04,825.375,825.375,2022
CITY UNION BANK APPS,2022-04-01,0.03,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.03,8.41,2022,2022-04,280.33333333333337,280.33333333333337,2022
COINTAB,2022-04-01,0.07,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,28.5,2022,2022-04,407.1428571428571,407.1428571428571,2022
CRED,2022-04-01,13.05,16372.92,0.0,0.0,0.0,0.0,0.0,0.0,13.05,16372.92,2022,2022-04,1254.6298850574713,1254.6298850574713,2022
DBS DIGIBANK APPS,2022-04-01,0.47,175.45,0.0,0.0,0.0,0.0,0.0,0.0,0.47,175.45,2022,2022-04,373.29787234042556,373.29787234042556,2022
DEUTSCHE BANK APPS,2022-04-01,1.51,128.13,0.0,0.0,0.0,0.3,0.0,0.0,1.51,128.43,2022,2022-04,85.05298013245033,85.05298013245033,2022
DHANLAXMI BANK APPS,2022-04-01,0.01,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.02,2022,2022-04,302.0,302.0,2022
FAVE,2022-04-01,0.18,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.18,7.73,2022,2022-04,42.94444444444445,42.94444444444445,2022
FEDERAL BANK APPS,2022-04-01,2.7,375.64,0.0,0.0,0.0,0.0,0.0,0.0,2.7,375.64,2022,2022-04,139.1259259259259,139.1259259259259,2022
FINO PAYMENTS BANK APPS,2022-04-01,0.04,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.26,2022,2022-04,81.5,81.5,2022
FINSERV MARKETS,2022-04-01,0.01,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.06,2022,2022-04,106.0,106.0,2022
FINSHELL PAY,2022-04-01,0.08,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.08,4.45,2022,2022-04,55.625,55.625,2022
GOIBIBO,2022-04-01,0.01,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.31,2022,2022-04,331.0,331.0,2022
GOOGLE PAY,2022-04-01,1914.77,344791.35,0.0,0.0,0.0,0.0,0.0,0.0,1914.77,344791.35,2022,2022-04,180.0693294756028,180.0693294756028,2022
GROWW,2022-04-01,0.61,376.18,0.0,0.0,0.0,0.0,0.0,0.0,0.61,376.18,2022,2022-04,616.688524590164,616.688524590164,2022
HDFC BANK APPS,2022-04-01,5.9,1759.12,0.0,0.0,0.0,0.0,0.0,0.0,5.9,1759.12,2022,2022-04,298.1559322033898,298.1559322033898,2022
HSBC BANK APPS,2022-04-01,0.11,59.7,0.0,0.02,0.0,0.0,0.0,0.0,0.11,59.72,2022,2022-04,542.9090909090909,542.9090909090909,2022
ICICI BANK APPS,2022-04-01,32.82,9086.72,4.83,269.45,0.0,0.0,0.0,0.0,37.65,9356.17,2022,2022-04,248.50385126162018,248.50385126162018,2022
IDBI BANK APPS,2022-04-01,0.03,16.78,0.0,0.0,0.0,0.0,0.0,0.0,0.03,16.78,2022,2022-04,559.3333333333334,559.3333333333334,2022
IDFC BANK APPS,2022-04-01,2.49,532.69,0.0,0.0,0.0,0.0,0.0,0.0,2.49,532.69,2022,2022-04,213.93172690763052,213.93172690763052,2022
INDIA POST PAYMENTS BANK APPS,2022-04-01,2.8,328.53,0.0,0.0,0.0,0.0,0.0,0.0,2.8,328.53,2022,2022-04,117.33214285714286,117.33214285714286,2022
INDIAN BANK APPS,2022-04-01,0.14,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.14,49.9,2022,2022-04,356.4285714285714,356.4285714285714,2022
INDIAN OVERSEAS BANK APPS,2022-04-01,0.01,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.52,2022,2022-04,152.0,152.0,2022
INDUSIND BANK APPS,2022-04-01,1.02,2596.71,0.0,0.0,0.0,0.0,0.0,0.0,1.02,2596.71,2022,2022-04,2545.794117647059,2545.794117647059,2022
JANATA SAHAKARI BANK APPS,2022-04-01,0.01,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.28,2022,2022-04,428.0,428.0,2022
JIO PAYMENTS BANK APPS,2022-04-01,2.1,126.25,0.0,0.0,0.0,0.0,0.0,0.0,2.1,126.25,2022,2022-04,60.11904761904761,60.11904761904761,2022
JUPITER,2022-04-01,1.47,186.13,0.0,0.0,0.0,0.0,0.0,0.0,1.47,186.13,2022,2022-04,126.61904761904762,126.61904761904762,2022
JUPITER EDGE (LIVQUICK PPI),2022-04-01,0.01,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.43,2022,2022-04,43.0,43.0,2022
KARNATAKA BANK APPS,2022-04-01,0.27,35.58,0.0,0.0,0.0,0.0,0.0,0.0,0.27,35.58,2022,2022-04,131.77777777777777,131.77777777777777,2022
KARUR VYSYA BANK APPS,2022-04-01,0.04,18.54,0.0,0.0,0.0,0.0,0.0,0.0,0.04,18.54,2022,2022-04,463.49999999999994,463.49999999999994,2022
KOTAK MAHINDRA BANK APPS,2022-04-01,7.96,1684.35,0.0,0.0,0.0,0.0,0.0,0.0,7.96,1684.35,2022,2022-04,211.60175879396985,211.60175879396985,2022
MAKEMYTRIP,2022-04-01,0.09,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.09,41.18,2022,2022-04,457.55555555555554,457.55555555555554,2022
MI PAY,2022-04-01,0.19,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.19,28.58,2022,2022-04,150.42105263157893,150.42105263157893,2022
MOBIKWIK,2022-04-01,2.37,421.47,0.0,0.0,0.0,0.0,0.0,0.0,2.37,421.47,2022,2022-04,177.8354430379747,177.8354430379747,2022
NSDL PAYMENTS BANK APPS,2022-04-01,0.02,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.32,2022,2022-04,115.99999999999999,115.99999999999999,2022
OTHERS,2022-04-01,0.02,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.02,8.26,2022,2022-04,413.0,413.0,2022
PAYTM PAYMENTS BANK APP,2022-04-01,740.76,85918.88,11.15,15.98,0.0,0.0,99.7,15714.2,851.61,101649.06,2022,2022-04,119.36104554901891,119.36104554901891,2022
PHONEPE,2022-04-01,2616.26,486557.03,0.0,0.0,0.0,0.0,0.0,0.0,2616.26,486557.03,2022,2022-04,185.97426479019668,185.97426479019668,2022
PUNJAB NATIONAL BANK APPS,2022-04-01,0.09,46.27,0.0,0.0,0.0,0.0,0.0,0.0,0.09,46.27,2022,2022-04,514.1111111111112,514.1111111111112,2022
PUNJAB SIND BANK APPS,2022-04-01,0.01,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.01,5.38,2022,2022-04,538.0,538.0,2022
RBL BANK APPS,2022-04-01,0.3,113.65,0.0,0.0,0.0,0.0,0.0,0.0,0.3,113.65,2022,2022-04,378.83333333333337,378.83333333333337,2022
SAMSUNG PAY,2022-04-01,3.81,470.11,0.0,0.0,0.0,0.0,0.0,0.0,3.81,470.11,2022,2022-04,123.38845144356955,123.38845144356955,2022
SOUTH INDIAN BANK APPS,2022-04-01,0.13,45.03,0.0,0.0,0.0,0.0,0.0,0.0,0.13,45.03,2022,2022-04,346.38461538461536,346.38461538461536,2022
STANDARD CHARTERED BANK APPS,2022-04-01,0.12,68.15,0.0,0.0,0.0,0.0,0.0,0.0,0.12,68.15,2022,2022-04,567.9166666666667,567.9166666666667,2022
STATE BANK OF INDIA APPS,2022-04-01,4.03,2118.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,2118.0,2022,2022-04,525.5583126550869,525.5583126550869,2022
SUPERPAY,2022-04-01,0.02,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.4,2022,2022-04,20.0,20.0,2022
TAMILNAD MERCANTILE BANK APPS,2022-04-01,0.01,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.26,2022,2022-04,26.0,26.0,2022
TATANEU,2022-04-01,0.35,32.82,0.0,0.0,0.0,0.0,0.0,0.0,0.35,32.82,2022,2022-04,93.77142857142857,93.77142857142857,2022
UCO BANK APPS,2022-04-01,0.21,41.48,0.0,0.0,0.0,0.0,0.0,0.0,0.21,41.48,2022,2022-04,197.52380952380952,197.52380952380952,2022
ULTRACASH,2022-04-01,0.03,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.22,2022,2022-04,74.00000000000001,74.00000000000001,2022
UNION BANK APPS,2022-04-01,0.42,198.34,0.0,0.0,0.0,0.0,0.0,0.0,0.42,198.34,2022,2022-04,472.23809523809524,472.23809523809524,2022
UTKARSH SMALL FINANCE BANK APPS,2022-04-01,0.01,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.88,2022,2022-04,388.0,388.0,2022
WHATSAPP,2022-04-01,2.5,242.4,0.0,0.0,0.0,0.0,0.0,0.0,2.5,242.4,2022,2022-04,96.96000000000001,96.96000000000001,2022
YES BANK APPS,2022-04-01,34.07,10246.99,0.0,0.0,0.0,0.0,0.0,0.0,34.07,10246.99,2022,2022-04,300.762841209275,300.762841209275,2022
YUVAPAY,2022-04-01,0.06,103.34,0.0,0.0,0.0,0.0,0.0,0.0,0.06,103.34,2022,2022-04,1722.3333333333335,1722.3333333333335,2022
AIRTEL PAYMENTS BANK APPS,2022-05-01,6.1,486.55,0.0,0.0,0.0,0.0,0.0,0.07,6.11,486.62,2022,2022-05,79.64320785597381,79.64320785597381,2022
ALLAHABAD BANK APPS,2022-05-01,0.02,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.02,6.25,2022,2022-05,312.5,312.5,2022
AMAZON PAY,2022-05-01,74.83,6954.18,0.0,0.0,0.0,0.0,0.0,0.0,74.83,6954.18,2022,2022-05,92.93304824268343,92.93304824268343,2022
AU SMALL FINANCE BANK APPS,2022-05-01,0.35,107.22,0.0,0.0,0.0,0.0,0.0,0.0,0.35,107.22,2022,2022-05,306.34285714285716,306.34285714285716,2022
AXIS BANK APPS,2022-05-01,7.46,1372.31,51.14,48.08,0.06,4.77,0.0,0.0,58.66,1425.16,2022,2022-05,24.295260825093763,24.295260825093763,2022
BAJAJ FINSERV,2022-05-01,0.79,58.53,0.0,0.0,0.0,0.0,0.0,0.0,0.79,58.53,2022,2022-05,74.0886075949367,74.0886075949367,2022
BANK OF BARODA APPS,2022-05-01,0.88,406.79,0.0,0.0,0.0,0.0,0.0,0.0,0.88,406.79,2022,2022-05,462.2613636363637,462.2613636363637,2022
BANK OF INDIA APPS,2022-05-01,0.12,40.04,0.0,0.0,0.0,0.0,0.0,0.0,0.12,40.04,2022,2022-05,333.6666666666667,333.6666666666667,2022
BANK OF MAHARASHTRA APPS,2022-05-01,0.06,16.47,0.0,0.0,0.0,0.0,0.0,0.0,0.06,16.47,2022,2022-05,274.5,274.5,2022
BHIM,2022-05-01,26.57,9559.66,0.0,0.0,0.0,0.0,0.0,0.0,26.57,9559.66,2022,2022-05,359.791494166353,359.791494166353,2022
CANARA BANK APPS,2022-05-01,0.33,114.09,0.0,0.0,0.0,0.0,0.0,0.0,0.33,114.09,2022,2022-05,345.72727272727275,345.72727272727275,2022
CENTRAL BANK OF INDIA APPS,2022-05-01,0.15,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.15,55.4,2022,2022-05,369.3333333333333,369.3333333333333,2022
CITI BANK APPS,2022-05-01,0.13,78.71,0.0,0.0,0.0,0.0,0.0,0.0,0.13,78.71,2022,2022-05,605.4615384615383,605.4615384615383,2022
CITY UNION BANK APPS,2022-05-01,0.03,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.03,10.06,2022,2022-05,335.33333333333337,335.33333333333337,2022
COINTAB,2022-05-01,0.06,23.77,0.0,0.0,0.0,0.0,0.0,0.0,0.06,23.77,2022,2022-05,396.1666666666667,396.1666666666667,2022
CRED,2022-05-01,13.89,18174.61,0.0,0.0,0.0,0.0,0.0,0.0,13.89,18174.61,2022,2022-05,1308.4672426205902,1308.4672426205902,2022
DBS DIGIBANK APPS,2022-05-01,0.47,186.33,0.0,0.0,0.0,0.0,0.0,0.0,0.47,186.33,2022,2022-05,396.44680851063833,396.44680851063833,2022
DEUTSCHE BANK APPS,2022-05-01,1.64,116.54,0.0,0.0,0.0,0.0,0.0,0.0,1.64,116.55,2022,2022-05,71.0670731707317,71.0670731707317,2022
DHANLAXMI BANK APPS,2022-05-01,0.01,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.35,2022,2022-05,335.0,335.0,2022
FAVE,2022-05-01,0.1,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.12,2022,2022-05,61.199999999999996,61.199999999999996,2022
FEDERAL BANK APPS,2022-05-01,3.42,474.12,0.0,0.0,0.0,0.0,0.0,0.0,3.42,474.12,2022,2022-05,138.63157894736844,138.63157894736844,2022
FINO PAYMENTS BANK APPS,2022-05-01,0.04,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.83,2022,2022-05,95.75,95.75,2022
FINSERV MARKETS,2022-05-01,0.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.01,2022,2022-05,101.0,101.0,2022
FINSHELL PAY,2022-05-01,0.09,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.09,4.68,2022,2022-05,52.0,52.0,2022
GOIBIBO,2022-05-01,0.01,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.41,2022,2022-05,241.0,241.0,2022
GOOGLE PAY,2022-05-01,2079.92,365989.27,0.0,0.0,0.0,0.0,0.0,0.0,2079.92,365989.27,2022,2022-05,175.96314762106235,175.96314762106235,2022
GROWW,2022-05-01,0.51,335.28,0.0,0.0,0.0,0.0,0.0,0.0,0.51,335.28,2022,2022-05,657.4117647058823,657.4117647058823,2022
HDFC BANK APPS,2022-05-01,6.95,1981.11,0.0,0.0,0.0,0.0,0.0,0.0,6.95,1981.11,2022,2022-05,285.05179856115103,285.05179856115103,2022
HSBC BANK APPS,2022-05-01,0.1,63.07,0.0,0.1,0.0,0.0,0.0,0.0,0.1,63.17,2022,2022-05,631.6999999999999,631.6999999999999,2022
ICICI BANK APPS,2022-05-01,32.75,9221.65,2.01,120.93,2.82,1714.32,0.0,0.0,37.59,11056.9,2022,2022-05,294.14471934025005,294.14471934025005,2022
IDBI BANK APPS,2022-05-01,0.03,18.48,0.0,0.0,0.0,0.0,0.0,0.0,0.03,18.48,2022,2022-05,616.0,616.0,2022
IDFC BANK APPS,2022-05-01,4.75,626.34,0.0,0.0,0.0,0.0,0.0,0.0,4.75,626.34,2022,2022-05,131.86105263157896,131.86105263157896,2022
INDIA POST PAYMENTS BANK APPS,2022-05-01,3.1,351.88,0.0,0.0,0.0,0.0,0.0,0.0,3.1,351.88,2022,2022-05,113.50967741935483,113.50967741935483,2022
INDIAN BANK APPS,2022-05-01,0.16,53.11,0.0,0.0,0.0,0.02,0.0,0.0,0.16,53.13,2022,2022-05,332.0625,332.0625,2022
INDIAN OVERSEAS BANK APPS,2022-05-01,0.01,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.35,2022,2022-05,235.0,235.0,2022
INDUSIND BANK APPS,2022-05-01,1.01,1711.21,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1711.21,2022,2022-05,1694.2673267326734,1694.2673267326734,2022
JANATA SAHAKARI BANK APPS,2022-05-01,0.01,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.79,2022,2022-05,479.0,479.0,2022
JIO PAYMENTS BANK APPS,2022-05-01,2.08,127.88,0.0,0.0,0.0,0.0,0.0,0.0,2.08,127.88,2022,2022-05,61.480769230769226,61.480769230769226,2022
JUPITER,2022-05-01,1.79,215.44,0.0,0.0,0.0,0.0,0.0,0.0,1.79,215.44,2022,2022-05,120.35754189944134,120.35754189944134,2022
JUPITER EDGE (LIVQUICK PPI),2022-05-01,0.1,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.74,2022,2022-05,57.4,57.4,2022
KARNATAKA BANK APPS,2022-05-01,0.33,40.34,0.0,0.0,0.0,0.0,0.0,0.0,0.33,40.34,2022,2022-05,122.24242424242425,122.24242424242425,2022
KARUR VYSYA BANK APPS,2022-05-01,0.04,17.69,0.0,0.0,0.0,0.0,0.0,0.0,0.04,17.69,2022,2022-05,442.25,442.25,2022
KOTAK MAHINDRA BANK APPS,2022-05-01,8.5,1882.81,0.0,0.0,0.0,2.19,0.0,0.0,8.5,1885.0,2022,2022-05,221.76470588235293,221.76470588235293,2022
MAKEMYTRIP,2022-05-01,0.09,43.26,0.0,0.0,0.0,0.0,0.0,0.0,0.09,43.26,2022,2022-05,480.6666666666667,480.6666666666667,2022
MI PAY,2022-05-01,0.2,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,33.9,2022,2022-05,169.49999999999997,169.49999999999997,2022
MOBIKWIK,2022-05-01,2.46,397.7,0.0,0.0,0.0,0.0,0.0,0.0,2.46,397.7,2022,2022-05,161.66666666666666,161.66666666666666,2022
NSDL PAYMENTS BANK APPS,2022-05-01,0.02,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.39,2022,2022-05,119.5,119.5,2022
OTHERS,2022-05-01,0.03,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,10.7,2022,2022-05,356.66666666666663,356.66666666666663,2022
PAYTM PAYMENTS BANK APP,2022-05-01,780.87,91546.5,3.66,5.96,0.19,224.61,102.73,16499.7,887.45,108276.78,2022,2022-05,122.00887937348583,122.00887937348583,2022
PHONEPE,2022-05-01,2778.75,511028.81,0.0,0.0,0.0,0.0,0.0,0.0,2778.75,511028.81,2022,2022-05,183.90600449842555,183.90600449842555,2022
PUNJAB NATIONAL BANK APPS,2022-05-01,0.09,43.77,0.0,0.0,0.0,0.0,0.0,0.0,0.09,43.77,2022,2022-05,486.33333333333337,486.33333333333337,2022
PUNJAB SIND BANK APPS,2022-05-01,0.01,6.39,0.0,0.0,0.0,0.0,0.0,0.0,0.01,6.39,2022,2022-05,639.0,639.0,2022
RBL BANK APPS,2022-05-01,0.32,124.01,0.0,0.0,0.05,1.38,0.0,0.0,0.38,125.39,2022,2022-05,329.9736842105263,329.9736842105263,2022
SAMSUNG PAY,2022-05-01,4.11,490.3,0.0,0.0,0.0,0.0,0.0,0.0,4.11,490.3,2022,2022-05,119.29440389294403,119.29440389294403,2022
SOUTH INDIAN BANK APPS,2022-05-01,0.14,49.73,0.0,0.0,0.0,0.0,0.0,0.0,0.14,49.73,2022,2022-05,355.21428571428567,355.21428571428567,2022
STANDARD CHARTERED BANK APPS,2022-05-01,0.13,70.48,0.0,0.0,0.0,0.0,0.0,0.0,0.13,70.48,2022,2022-05,542.1538461538462,542.1538461538462,2022
STATE BANK OF INDIA APPS,2022-05-01,4.18,2195.66,0.0,0.0,0.0,0.0,0.0,0.0,4.18,2195.66,2022,2022-05,525.2775119617224,525.2775119617224,2022
TAMILNAD MERCANTILE BANK APPS,2022-05-01,0.01,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.13,2022,2022-05,112.99999999999999,112.99999999999999,2022
TATANEU,2022-05-01,0.22,30.33,0.0,0.0,0.0,0.0,0.0,0.0,0.22,30.33,2022,2022-05,137.86363636363635,137.86363636363635,2022
UCO BANK APPS,2022-05-01,0.22,46.39,0.0,0.0,0.0,0.0,0.0,0.0,0.22,46.39,2022,2022-05,210.86363636363637,210.86363636363637,2022
ULTRACASH,2022-05-01,0.05,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,4.4,2022,2022-05,88.0,88.0,2022
UNION BANK APPS,2022-05-01,0.45,211.85,0.0,0.0,0.0,0.0,0.0,0.0,0.45,211.85,2022,2022-05,470.77777777777777,470.77777777777777,2022
UTKARSH SMALL FINANCE BANK APPS,2022-05-01,0.01,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.43,2022,2022-05,442.99999999999994,442.99999999999994,2022
WHATSAPP,2022-05-01,3.48,294.98,0.0,0.0,0.0,0.0,0.0,0.0,3.48,294.98,2022,2022-05,84.76436781609196,84.76436781609196,2022
YES BANK APPS,2022-05-01,38.19,10760.55,0.0,0.0,1.5,999.61,0.0,0.0,39.69,11760.16,2022,2022-05,296.3003275384228,296.3003275384228,2022
YUVAPAY,2022-05-01,0.04,88.95,0.0,0.0,0.0,0.0,0.0,0.0,0.04,88.95,2022,2022-05,2223.75,2223.75,2022
AIRTEL PAYMENTS BANK APPS,2022-06-01,6.38,506.14,0.0,0.0,0.0,0.0,0.0,0.06,6.38,506.2,2022,2022-06,79.34169278996865,79.34169278996865,2022
ALLAHABAD BANK APPS,2022-06-01,0.02,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.02,6.79,2022,2022-06,339.5,339.5,2022
AMAZON PAY,2022-06-01,68.4,6541.84,0.0,0.0,0.0,0.0,0.0,0.0,68.4,6541.84,2022,2022-06,95.64093567251462,95.64093567251462,2022
AU SMALL FINANCE BANK APPS,2022-06-01,0.38,120.24,0.0,0.0,0.0,0.0,0.0,0.0,0.38,120.24,2022,2022-06,316.4210526315789,316.4210526315789,2022
AXIS BANK APPS,2022-06-01,6.96,1217.71,0.11,11.05,45.53,39.61,0.0,0.0,52.6,1268.38,2022,2022-06,24.11368821292776,24.11368821292776,2022
BAJAJ FINSERV,2022-06-01,1.16,85.49,0.0,0.0,0.0,0.0,0.0,0.0,1.16,85.49,2022,2022-06,73.69827586206897,73.69827586206897,2022
BAJAJ MARKETS,2022-06-01,0.01,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.2,2022,2022-06,120.0,120.0,2022
